image_a,image_b,label,transformation,pair_type,clip_score,cnn_score,final_score,prediction,correct
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0194_165154.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0194_165154_watermark.jpg,plagiarized,watermark,positive,0.830609,0.857628,0.854926,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0194_165154.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0195_125101_watermark.jpg,not_plagiarized,watermark,negative,0.604225,0.404080,0.424095,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0195_125101.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0195_125101_watermark.jpg,plagiarized,watermark,positive,0.834365,0.802634,0.805807,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0195_125101.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0196_93984_watermark.jpg,not_plagiarized,watermark,negative,0.670072,0.351719,0.383554,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0196_93984.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0196_93984_watermark.jpg,plagiarized,watermark,positive,0.906097,0.909689,0.909330,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0196_93984.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0197_149105_watermark.jpg,not_plagiarized,watermark,negative,0.434608,0.240632,0.260030,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0197_149105.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0197_149105_watermark.jpg,plagiarized,watermark,positive,0.743110,0.806595,0.800247,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0197_149105.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0198_149107_watermark.jpg,not_plagiarized,watermark,negative,0.695856,0.665913,0.668907,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0198_149107.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0198_149107_watermark.jpg,plagiarized,watermark,positive,0.745683,0.823254,0.815497,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0198_149107.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0199_102549_watermark.jpg,not_plagiarized,watermark,negative,0.547574,0.244089,0.274438,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0199_102549.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0199_102549_watermark.jpg,plagiarized,watermark,positive,0.881594,0.905537,0.903143,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0199_102549.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0200_108541_watermark.jpg,not_plagiarized,watermark,negative,0.662037,0.271957,0.310965,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0200_108541.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\cma_0200_108541_watermark.jpg,plagiarized,watermark,positive,0.881662,0.961151,0.953202,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\cma_0200_108541.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0001_39614_watermark.jpg,not_plagiarized,watermark,negative,0.365155,0.076891,0.105718,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0001_39614.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0001_39614_watermark.jpg,plagiarized,watermark,positive,0.655834,0.849225,0.829886,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0001_39614.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0002_49068_watermark.jpg,not_plagiarized,watermark,negative,0.554100,0.073498,0.121558,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0002_49068.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0002_49068_watermark.jpg,plagiarized,watermark,positive,0.832775,0.884880,0.879670,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0002_49068.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0003_51776_watermark.jpg,not_plagiarized,watermark,negative,0.797115,0.632321,0.648800,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0003_51776.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0003_51776_watermark.jpg,plagiarized,watermark,positive,0.928148,0.894914,0.898237,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0003_51776.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0004_51867_watermark.jpg,not_plagiarized,watermark,negative,0.510350,0.588861,0.581010,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0004_51867.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0004_51867_watermark.jpg,plagiarized,watermark,positive,0.623415,0.834736,0.813604,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0004_51867.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0005_51868_watermark.jpg,not_plagiarized,watermark,negative,0.571855,0.696724,0.684237,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0005_51868.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0005_51868_watermark.jpg,plagiarized,watermark,positive,0.676716,0.759848,0.751534,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0005_51868.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0006_53750_watermark.jpg,not_plagiarized,watermark,negative,0.645737,0.473224,0.490476,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0006_53750.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0006_53750_watermark.jpg,plagiarized,watermark,positive,0.805541,0.717373,0.726190,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0006_53750.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0007_57329_watermark.jpg,not_plagiarized,watermark,negative,0.621081,0.605519,0.607075,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0007_57329.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0007_57329_watermark.jpg,plagiarized,watermark,positive,0.735641,0.842229,0.831570,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0007_57329.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0008_78057_watermark.jpg,not_plagiarized,watermark,negative,0.569650,0.396753,0.414043,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0008_78057.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0008_78057_watermark.jpg,plagiarized,watermark,positive,0.767025,0.929295,0.913068,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0008_78057.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0009_199313_watermark.jpg,not_plagiarized,watermark,negative,0.548005,0.233215,0.264694,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0009_199313.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0009_199313_watermark.jpg,plagiarized,watermark,positive,0.843619,0.853188,0.852231,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0009_199313.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0010_245840_watermark.jpg,not_plagiarized,watermark,negative,0.409078,0.173163,0.196755,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0010_245840.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0010_245840_watermark.jpg,plagiarized,watermark,positive,0.633109,0.717438,0.709005,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0010_245840.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0011_245845_watermark.jpg,not_plagiarized,watermark,negative,0.665433,0.435364,0.458371,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0011_245845.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0011_245845_watermark.jpg,plagiarized,watermark,positive,0.753378,0.804312,0.799219,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0011_245845.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0012_245846_watermark.jpg,not_plagiarized,watermark,negative,0.682374,0.564585,0.576364,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0012_245846.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0012_245846_watermark.jpg,plagiarized,watermark,positive,0.674771,0.739996,0.733473,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0012_245846.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0013_245847_watermark.jpg,not_plagiarized,watermark,negative,0.639712,0.539627,0.549635,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0013_245847.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0013_245847_watermark.jpg,plagiarized,watermark,positive,0.708555,0.740905,0.737670,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0013_245847.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0014_248130_watermark.jpg,not_plagiarized,watermark,negative,0.665041,0.361014,0.391417,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0014_248130.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0014_248130_watermark.jpg,plagiarized,watermark,positive,0.965447,0.937180,0.940006,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0014_248130.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0015_250939_watermark.jpg,not_plagiarized,watermark,negative,0.510381,0.258696,0.283865,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0015_250939.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0015_250939_watermark.jpg,plagiarized,watermark,positive,0.693695,0.832941,0.819016,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0015_250939.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0016_252979_watermark.jpg,not_plagiarized,watermark,negative,0.532830,0.193034,0.227013,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0016_252979.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0016_252979_watermark.jpg,plagiarized,watermark,positive,0.658847,0.770011,0.758895,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0016_252979.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0017_253324_watermark.jpg,not_plagiarized,watermark,negative,0.648203,0.489981,0.505803,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0017_253324.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0017_253324_watermark.jpg,plagiarized,watermark,positive,0.741412,0.769707,0.766877,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0017_253324.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0018_253326_watermark.jpg,not_plagiarized,watermark,negative,0.627489,0.492876,0.506337,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0018_253326.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0018_253326_watermark.jpg,plagiarized,watermark,positive,0.656309,0.727476,0.720359,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0018_253326.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0019_253329_watermark.jpg,not_plagiarized,watermark,negative,0.608479,0.472200,0.485828,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0019_253329.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0019_253329_watermark.jpg,plagiarized,watermark,positive,0.669125,0.791042,0.778850,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0019_253329.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0020_253330_watermark.jpg,not_plagiarized,watermark,negative,0.665971,0.746496,0.738444,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0020_253330.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0020_253330_watermark.jpg,plagiarized,watermark,positive,0.754154,0.763035,0.762147,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0020_253330.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0021_253331_watermark.jpg,not_plagiarized,watermark,negative,0.626375,0.520545,0.531128,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0021_253331.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0021_253331_watermark.jpg,plagiarized,watermark,positive,0.695060,0.711517,0.709871,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0021_253331.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0022_253333_watermark.jpg,not_plagiarized,watermark,negative,0.666224,0.455856,0.476892,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0022_253333.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0022_253333_watermark.jpg,plagiarized,watermark,positive,0.776983,0.856759,0.848781,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0022_253333.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0023_253334_watermark.jpg,not_plagiarized,watermark,negative,0.654784,0.559961,0.569444,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0023_253334.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0023_253334_watermark.jpg,plagiarized,watermark,positive,0.649160,0.756457,0.745727,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0023_253334.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0024_253335_watermark.jpg,not_plagiarized,watermark,negative,0.607288,0.625007,0.623235,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0024_253335.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0024_253335_watermark.jpg,plagiarized,watermark,positive,0.643166,0.735067,0.725877,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0024_253335.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0025_253337_watermark.jpg,not_plagiarized,watermark,negative,0.625156,0.531856,0.541186,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0025_253337.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0025_253337_watermark.jpg,plagiarized,watermark,positive,0.725347,0.744516,0.742599,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0025_253337.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0026_253338_watermark.jpg,not_plagiarized,watermark,negative,0.695707,0.555037,0.569104,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0026_253338.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0026_253338_watermark.jpg,plagiarized,watermark,positive,0.755654,0.769447,0.768067,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0026_253338.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0027_254440_watermark.jpg,not_plagiarized,watermark,negative,0.635210,0.634540,0.634607,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0027_254440.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0027_254440_watermark.jpg,plagiarized,watermark,positive,0.666095,0.786731,0.774667,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0027_254440.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0028_256186_watermark.jpg,not_plagiarized,watermark,negative,0.608714,0.345766,0.372060,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0028_256186.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0028_256186_watermark.jpg,plagiarized,watermark,positive,0.787496,0.795354,0.794568,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0028_256186.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0029_351287_watermark.jpg,not_plagiarized,watermark,negative,0.507406,0.338265,0.355179,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0029_351287.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0029_351287_watermark.jpg,plagiarized,watermark,positive,0.832147,0.841614,0.840667,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0029_351287.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0030_394633_watermark.jpg,not_plagiarized,watermark,negative,0.682912,0.443966,0.467860,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0030_394633.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0030_394633_watermark.jpg,plagiarized,watermark,positive,0.874926,0.910313,0.906774,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0030_394633.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0031_394741_watermark.jpg,not_plagiarized,watermark,negative,0.583701,0.435252,0.450097,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0031_394741.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0031_394741_watermark.jpg,plagiarized,watermark,positive,0.727068,0.779642,0.774385,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0031_394741.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0032_435641_watermark.jpg,not_plagiarized,watermark,negative,0.515755,0.350640,0.367151,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0032_435641.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0032_435641_watermark.jpg,plagiarized,watermark,positive,0.877520,0.902082,0.899626,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0032_435641.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0033_435658_watermark.jpg,not_plagiarized,watermark,negative,0.735605,0.444187,0.473329,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0033_435658.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0033_435658_watermark.jpg,plagiarized,watermark,positive,0.851129,0.898237,0.893526,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0033_435658.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0034_435744_watermark.jpg,not_plagiarized,watermark,negative,0.580168,0.532068,0.536878,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0034_435744.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0034_435744_watermark.jpg,plagiarized,watermark,positive,0.826854,0.819921,0.820615,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0034_435744.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0035_435810_watermark.jpg,not_plagiarized,watermark,negative,0.570771,0.250190,0.282248,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0035_435810.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0035_435810_watermark.jpg,plagiarized,watermark,positive,0.760442,0.755408,0.755911,not_plagiarized,False
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0035_435810.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0036_435992_watermark.jpg,not_plagiarized,watermark,negative,0.633983,0.309638,0.342073,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0036_435992.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0036_435992_watermark.jpg,plagiarized,watermark,positive,0.837083,0.907162,0.900154,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0036_435992.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0037_436122_watermark.jpg,not_plagiarized,watermark,negative,0.591789,0.404660,0.423373,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0037_436122.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0037_436122_watermark.jpg,plagiarized,watermark,positive,0.862019,0.868704,0.868035,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0037_436122.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0038_436258_watermark.jpg,not_plagiarized,watermark,negative,0.603055,0.432612,0.449656,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0038_436258.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0038_436258_watermark.jpg,plagiarized,watermark,positive,0.830562,0.841267,0.840197,plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0038_436258.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0039_436262_watermark.jpg,not_plagiarized,watermark,negative,0.610018,0.575062,0.578558,not_plagiarized,True
E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\met_0039_436262.jpg,E:\Hafizh Code\Capstone2\digital-copyright-system\evaluation_dataset\artworks_met\watermark\met_0039_436262_watermark.jpg,plagiarized,watermark,positive,0.816905,0.848964,0.845758,plagiarized,True
